Level,Total,Next level,Difference
2929,"360,341,755,200,000","380,429,400,000","298,860,000"
2930,"360,722,184,600,000","380,728,362,000","298,962,000"
2931,"361,102,912,962,000","381,027,426,000","299,064,000"
2932,"361,483,940,388,000","381,326,592,000","299,166,000"
2933,"361,865,266,980,000","381,625,860,000","299,268,000"
2934,"362,246,892,840,000","381,925,230,000","299,370,000"
2935,"362,628,818,070,000","382,224,702,000","299,472,000"
2936,"363,011,042,772,000","382,524,276,000","299,574,000"
2937,"363,393,567,048,000","382,823,952,000","299,676,000"
2938,"363,776,391,000,000","383,123,730,000","299,778,000"
2939,"364,159,514,730,000","383,423,610,000","299,880,000"
2940,"364,542,938,340,000","383,723,592,000","299,982,000"
2941,"364,926,661,932,000","384,023,676,000","300,084,000"
2942,"365,310,685,608,000","384,323,862,000","300,186,000"
2943,"365,695,009,470,000","384,624,150,000","300,288,000"
2944,"366,079,633,620,000","384,924,540,000","300,390,000"
2945,"366,464,558,160,000","385,225,032,000","300,492,000"
2946,"366,849,783,192,000","385,525,626,000","300,594,000"
2947,"367,235,308,818,000","385,826,322,000","300,696,000"
2948,"367,621,135,140,000","386,127,120,000","300,798,000"
2949,"368,007,262,260,000","386,428,020,000","300,900,000"
2950,"368,393,690,280,000","386,729,022,000","301,002,000"
2951,"368,780,419,302,000","387,030,126,000","301,104,000"
2952,"369,167,449,428,000","387,331,332,000","301,206,000"
2953,"369,554,780,760,000","387,632,640,000","301,308,000"
2954,"369,942,413,400,000","387,934,050,000","301,410,000"
2955,"370,330,347,450,000","388,235,562,000","301,512,000"
2956,"370,718,583,012,000","388,537,176,000","301,614,000"
2957,"371,107,120,188,000","388,838,892,000","301,716,000"
2958,"371,495,959,080,000","389,140,710,000","301,818,000"
2959,"371,885,099,790,000","389,442,630,000","301,920,000"
2960,"372,274,542,420,000","389,744,652,000","302,022,000"
2961,"372,664,287,072,000","390,046,776,000","302,124,000"
2962,"373,054,333,848,000","390,349,002,000","302,226,000"
2963,"373,444,682,850,000","390,651,330,000","302,328,000"
2964,"373,835,334,180,000","390,953,760,000","302,430,000"
2965,"374,226,287,940,000","391,256,292,000","302,532,000"
2966,"374,617,544,232,000","391,558,926,000","302,634,000"
2967,"375,009,103,158,000","391,861,662,000","302,736,000"
2968,"375,400,964,820,000","392,164,500,000","302,838,000"
2969,"375,793,129,320,000","392,467,440,000","302,940,000"
2970,"376,185,596,760,000","392,770,482,000","303,042,000"
2971,"376,578,367,242,000","393,073,626,000","303,144,000"
2972,"376,971,440,868,000","393,376,872,000","303,246,000"
2973,"377,364,817,740,000","393,680,220,000","303,348,000"
2974,"377,758,497,960,000","393,983,670,000","303,450,000"
2975,"378,152,481,630,000","394,287,222,000","303,552,000"
2976,"378,546,768,852,000","394,590,876,000","303,654,000"
2977,"378,941,359,728,000","394,894,632,000","303,756,000"
2978,"379,336,254,360,000","395,198,490,000","303,858,000"
2979,"379,731,452,850,000","395,502,450,000","303,960,000"
2980,"380,126,955,300,000","395,806,512,000","304,062,000"
2981,"380,522,761,812,000","396,110,676,000","304,164,000"
2982,"380,918,872,488,000","396,414,942,000","304,266,000"
2983,"381,315,287,430,000","396,719,310,000","304,368,000"
2984,"381,712,006,740,000","397,023,780,000","304,470,000"
2985,"382,109,030,520,000","397,328,352,000","304,572,000"
2986,"382,506,358,872,000","397,633,026,000","304,674,000"
2987,"382,903,991,898,000","397,937,802,000","304,776,000"
2988,"383,301,929,700,000","398,242,680,000","304,878,000"
2989,"383,700,172,380,000","398,547,660,000","304,980,000"
2990,"384,098,720,040,000","398,852,742,000","305,082,000"
2991,"384,497,572,782,000","399,157,926,000","305,184,000"
2992,"384,896,730,708,000","399,463,212,000","305,286,000"
2993,"385,296,193,920,000","399,768,600,000","305,388,000"
2994,"385,695,962,520,000","400,074,090,000","305,490,000"
2995,"386,096,036,610,000","400,379,682,000","305,592,000"
2996,"386,496,416,292,000","400,685,376,000","305,694,000"
2997,"386,897,101,668,000","400,991,172,000","305,796,000"
2998,"387,298,092,840,000","401,297,070,000","305,898,000"
2999,"387,699,389,910,000","401,603,070,000","306,000,000"
3000,"388,100,992,980,000","401,909,172,000","306,102,000"
3001,"388,502,902,152,000","402,215,376,000","306,204,000"
3002,"388,905,117,528,000","402,521,682,000","306,306,000"
3003,"389,307,639,210,000","402,828,090,000","306,408,000"
3004,"389,710,467,300,000","403,134,600,000","306,510,000"
3005,"390,113,601,900,000","403,441,212,000","306,612,000"
3006,"390,517,043,112,000","403,747,926,000","306,714,000"
3007,"390,920,791,038,000","404,054,742,000","306,816,000"
3008,"391,324,845,780,000","404,361,660,000","306,918,000"
3009,"391,729,207,440,000","404,668,680,000","307,020,000"
3010,"392,133,876,120,000","404,975,802,000","307,122,000"
3011,"392,538,851,922,000","405,283,026,000","307,224,000"
3012,"392,944,134,948,000","405,590,352,000","307,326,000"
3013,"393,349,725,300,000","405,897,780,000","307,428,000"
3014,"393,755,623,080,000","406,205,310,000","307,530,000"
3015,"394,161,828,390,000","406,512,942,000","307,632,000"
3016,"394,568,341,332,000","406,820,676,000","307,734,000"
3017,"394,975,162,008,000","407,128,512,000","307,836,000"
3018,"395,382,290,520,000","407,436,450,000","307,938,000"
3019,"395,789,726,970,000","407,744,490,000","308,040,000"
3020,"396,197,471,460,000","408,052,632,000","308,142,000"
3021,"396,605,524,092,000","408,360,876,000","308,244,000"
3022,"397,013,884,968,000","408,669,222,000","308,346,000"
3023,"397,422,554,190,000","408,977,670,000","308,448,000"
3024,"397,831,531,860,000","409,286,220,000","308,550,000"
3025,"398,240,818,080,000","409,594,872,000","308,652,000"
3026,"398,650,412,952,000","409,903,626,000","308,754,000"
3027,"399,060,316,578,000","410,212,482,000","308,856,000"
3028,"399,470,529,060,000","410,521,440,000","308,958,000"
3029,"399,881,050,500,000","410,830,500,000","309,060,000"
3030,"400,291,881,000,000","411,139,662,000","309,162,000"
3031,"400,703,020,662,000","411,448,926,000","309,264,000"
3032,"401,114,469,588,000","411,758,292,000","309,366,000"
3033,"401,526,227,880,000","412,067,760,000","309,468,000"
3034,"401,938,295,640,000","412,377,330,000","309,570,000"
3035,"402,350,672,970,000","412,687,002,000","309,672,000"
3036,"402,763,359,972,000","412,996,776,000","309,774,000"
3037,"403,176,356,748,000","413,306,652,000","309,876,000"
3038,"403,589,663,400,000","413,616,630,000","309,978,000"
3039,"404,003,280,030,000","413,926,710,000","310,080,000"
3040,"404,417,206,740,000","414,236,892,000","310,182,000"
3041,"404,831,443,632,000","414,547,176,000","310,284,000"
3042,"405,245,990,808,000","414,857,562,000","310,386,000"
3043,"405,660,848,370,000","415,168,050,000","310,488,000"
3044,"406,076,016,420,000","415,478,640,000","310,590,000"
3045,"406,491,495,060,000","415,789,332,000","310,692,000"
3046,"406,907,284,392,000","416,100,126,000","310,794,000"
3047,"407,323,384,518,000","416,411,022,000","310,896,000"
3048,"407,739,795,540,000","416,722,020,000","310,998,000"
3049,"408,156,517,560,000","417,033,120,000","311,100,000"
3050,"408,573,550,680,000","417,344,322,000","311,202,000"
3051,"408,990,895,002,000","417,655,626,000","311,304,000"
3052,"409,408,550,628,000","417,967,032,000","311,406,000"
3053,"409,826,517,660,000","418,278,540,000","311,508,000"
3054,"410,244,796,200,000","418,590,150,000","311,610,000"
3055,"410,663,386,350,000","418,901,862,000","311,712,000"
3056,"411,082,288,212,000","419,213,676,000","311,814,000"
3057,"411,501,501,888,000","419,525,592,000","311,916,000"
3058,"411,921,027,480,000","419,837,610,000","312,018,000"
3059,"412,340,865,090,000","420,149,730,000","312,120,000"
3060,"412,761,014,820,000","420,461,952,000","312,222,000"
3061,"413,181,476,772,000","420,774,276,000","312,324,000"
3062,"413,602,251,048,000","421,086,702,000","312,426,000"
3063,"414,023,337,750,000","421,399,230,000","312,528,000"
3064,"414,444,736,980,000","421,711,860,000","312,630,000"
3065,"414,866,448,840,000","422,024,592,000","312,732,000"
3066,"415,288,473,432,000","422,337,426,000","312,834,000"
3067,"415,710,810,858,000","422,650,362,000","312,936,000"
3068,"416,133,461,220,000","422,963,400,000","313,038,000"
3069,"416,556,424,620,000","423,276,540,000","313,140,000"
3070,"416,979,701,160,000","423,589,782,000","313,242,000"
3071,"417,403,290,942,000","423,903,126,000","313,344,000"
3072,"417,827,194,068,000","424,216,572,000","313,446,000"
3073,"418,251,410,640,000","424,530,120,000","313,548,000"
3074,"418,675,940,760,000","424,843,770,000","313,650,000"
3075,"419,100,784,530,000","425,157,522,000","313,752,000"
3076,"419,525,942,052,000","425,471,376,000","313,854,000"
3077,"419,951,413,428,000","425,785,332,000","313,956,000"
3078,"420,377,198,760,000","426,099,390,000","314,058,000"
3079,"420,803,298,150,000","426,413,550,000","314,160,000"
3080,"421,229,711,700,000","426,727,812,000","314,262,000"
3081,"421,656,439,512,000","427,042,176,000","314,364,000"
3082,"422,083,481,688,000","427,356,642,000","314,466,000"
3083,"422,510,838,330,000","427,671,210,000","314,568,000"
3084,"422,938,509,540,000","427,985,880,000","314,670,000"
3085,"423,366,495,420,000","428,300,652,000","314,772,000"
3086,"423,794,796,072,000","428,615,526,000","314,874,000"
3087,"424,223,411,598,000","428,930,502,000","314,976,000"
3088,"424,652,342,100,000","429,245,580,000","315,078,000"
3089,"425,081,587,680,000","429,560,760,000","315,180,000"
3090,"425,511,148,440,000","429,876,042,000","315,282,000"
3091,"425,941,024,482,000","430,191,426,000","315,384,000"
3092,"426,371,215,908,000","430,506,912,000","315,486,000"
3093,"426,801,722,820,000","430,822,500,000","315,588,000"
3094,"427,232,545,320,000","431,138,190,000","315,690,000"
3095,"427,663,683,510,000","431,453,982,000","315,792,000"
3096,"428,095,137,492,000","431,769,876,000","315,894,000"
3097,"428,526,907,368,000","432,085,872,000","315,996,000"
3098,"428,958,993,240,000","432,401,970,000","316,098,000"
3099,"429,391,395,210,000","432,718,170,000","316,200,000"
3100,"429,824,113,380,000","433,034,472,000","316,302,000"
3101,"430,257,147,852,000","433,350,876,000","316,404,000"
3102,"430,690,498,728,000","433,667,382,000","316,506,000"
3103,"431,124,166,110,000","433,983,990,000","316,608,000"
3104,"431,558,150,100,000","434,300,700,000","316,710,000"
3105,"431,992,450,800,000","434,617,512,000","316,812,000"
3106,"432,427,068,312,000","434,934,426,000","316,914,000"
3107,"432,862,002,738,000","435,251,442,000","317,016,000"
3108,"433,297,254,180,000","435,568,560,000","317,118,000"
3109,"433,732,822,740,000","435,885,780,000","317,220,000"
3110,"434,168,708,520,000","436,203,102,000","317,322,000"
3111,"434,604,911,622,000","436,520,526,000","317,424,000"
3112,"435,041,432,148,000","436,838,052,000","317,526,000"
3113,"435,478,270,200,000","437,155,680,000","317,628,000"
3114,"435,915,425,880,000","437,473,410,000","317,730,000"
3115,"436,352,899,290,000","437,791,242,000","317,832,000"
3116,"436,790,690,532,000","438,109,176,000","317,934,000"
3117,"437,228,799,708,000","438,427,212,000","318,036,000"
3118,"437,667,226,920,000","438,745,350,000","318,138,000"
3119,"438,105,972,270,000","439,063,590,000","318,240,000"
3120,"438,545,035,860,000","439,381,932,000","318,342,000"
3121,"438,984,417,792,000","439,700,376,000","318,444,000"
3122,"439,424,118,168,000","440,018,922,000","318,546,000"
3123,"439,864,137,090,000","440,337,570,000","318,648,000"
3124,"440,304,474,660,000","440,656,320,000","318,750,000"
3125,"440,745,130,980,000","440,975,172,000","318,852,000"
3126,"441,186,106,152,000","441,294,126,000","318,954,000"
3127,"441,627,400,278,000","441,613,182,000","319,056,000"
3128,"442,069,013,460,000","441,932,340,000","319,158,000"
3129,"442,510,945,800,000","442,251,600,000","319,260,000"
3130,"442,953,197,400,000","442,570,962,000","319,362,000"
3131,"443,395,768,362,000","442,890,426,000","319,464,000"
3132,"443,838,658,788,000","443,209,992,000","319,566,000"
3133,"444,281,868,780,000","443,529,660,000","319,668,000"
3134,"444,725,398,440,000","443,849,430,000","319,770,000"
3135,"445,169,247,870,000","444,169,302,000","319,872,000"
3136,"445,613,417,172,000","444,489,276,000","319,974,000"
3137,"446,057,906,448,000","444,809,352,000","320,076,000"
3138,"446,502,715,800,000","445,129,530,000","320,178,000"
3139,"446,947,845,330,000","445,449,810,000","320,280,000"
3140,"447,393,295,140,000","445,770,192,000","320,382,000"
3141,"447,839,065,332,000","446,090,676,000","320,484,000"
3142,"448,285,156,008,000","446,411,262,000","320,586,000"
3143,"448,731,567,270,000","446,731,950,000","320,688,000"
3144,"449,178,299,220,000","447,052,740,000","320,790,000"
3145,"449,625,351,960,000","447,373,632,000","320,892,000"
3146,"450,072,725,592,000","447,694,626,000","320,994,000"
3147,"450,520,420,218,000","448,015,722,000","321,096,000"
3148,"450,968,435,940,000","448,336,920,000","321,198,000"
3149,"451,416,772,860,000","448,658,220,000","321,300,000"
3150,"451,865,431,080,000","448,979,622,000","321,402,000"
3151,"452,314,410,702,000","449,301,126,000","321,504,000"
3152,"452,763,711,828,000","449,622,732,000","321,606,000"
3153,"453,213,334,560,000","449,944,440,000","321,708,000"
3154,"453,663,279,000,000","450,266,250,000","321,810,000"
3155,"454,113,545,250,000","450,588,162,000","321,912,000"
3156,"454,564,133,412,000","450,910,176,000","322,014,000"
3157,"455,015,043,588,000","451,232,292,000","322,116,000"
3158,"455,466,275,880,000","451,554,510,000","322,218,000"
3159,"455,917,830,390,000","451,876,830,000","322,320,000"
3160,"456,369,707,220,000","452,199,252,000","322,422,000"
3161,"456,821,906,472,000","452,521,776,000","322,524,000"
3162,"457,274,428,248,000","452,844,402,000","322,626,000"
3163,"457,727,272,650,000","453,167,130,000","322,728,000"
3164,"458,180,439,780,000","453,489,960,000","322,830,000"
3165,"458,633,929,740,000","453,812,892,000","322,932,000"
3166,"459,087,742,632,000","454,135,926,000","323,034,000"
3167,"459,541,878,558,000","454,459,062,000","323,136,000"
3168,"459,996,337,620,000","454,782,300,000","323,238,000"
3169,"460,451,119,920,000","455,105,640,000","323,340,000"
3170,"460,906,225,560,000","455,429,082,000","323,442,000"
3171,"461,361,654,642,000","455,752,626,000","323,544,000"
3172,"461,817,407,268,000","456,076,272,000","323,646,000"
3173,"462,273,483,540,000","456,400,020,000","323,748,000"
3174,"462,729,883,560,000","456,723,870,000","323,850,000"
3175,"463,186,607,430,000","457,047,822,000","323,952,000"
3176,"463,643,655,252,000","457,371,876,000","324,054,000"
3177,"464,101,027,128,000","457,696,032,000","324,156,000"
3178,"464,558,723,160,000","458,020,290,000","324,258,000"
3179,"465,016,743,450,000","458,344,650,000","324,360,000"
3180,"465,475,088,100,000","458,669,112,000","324,462,000"
3181,"465,933,757,212,000","458,993,676,000","324,564,000"
3182,"466,392,750,888,000","459,318,342,000","324,666,000"
3183,"466,852,069,230,000","459,643,110,000","324,768,000"
3184,"467,311,712,340,000","459,967,980,000","324,870,000"
3185,"467,771,680,320,000","460,292,952,000","324,972,000"
3186,"468,231,973,272,000","460,618,026,000","325,074,000"
3187,"468,692,591,298,000","460,943,202,000","325,176,000"
3188,"469,153,534,500,000","461,268,480,000","325,278,000"
3189,"469,614,802,980,000","461,593,860,000","325,380,000"
3190,"470,076,396,840,000","461,919,342,000","325,482,000"
3191,"470,538,316,182,000","462,244,926,000","325,584,000"
3192,"471,000,561,108,000","462,570,612,000","325,686,000"
3193,"471,463,131,720,000","462,896,400,000","325,788,000"
3194,"471,926,028,120,000","463,222,290,000","325,890,000"
3195,"472,389,250,410,000","463,548,282,000","325,992,000"
3196,"472,852,798,692,000","463,874,376,000","326,094,000"
